,b_id,b_latitude,b_longitude,col_before,col_during,col_after
11931,6578891,47.6038233,-122.3115179,98,9,41
11936,6556200,47.52827686,-122.3839866,23,31,72
11940,6498692,47.54779709,-122.2775951,88,43,40
11953,6341522,47.6954836,-122.3434804,59,60,55
11954,6370334,47.66939241,-122.3551845,13,38,87
11957,6469824,47.67869607,-122.3031656,35,37,48
11973,6563626,47.6860437,-122.3781961,68,90,37
11989,6506444,47.63703556,-122.3698504,61,5,12
11999,6535907,47.61801358,-122.3320086,42,43,37
12000,6359479,47.70353943,-122.3589589,52,41,77
12048,6459417,47.56494432,-122.3911245,0,58,33
12064,6559626,47.57759391,-122.412348,45,85,47
12104,6377726,47.67406865,-122.2637947,59,10,85
12109,6484674,47.68861595,-122.2759687,72,14,26
12151,6260799,47.53993096,-122.2719701,51,20,29
12152,6499036,47.67441277,-122.3739027,66,19,59
12178,6526647,47.71979221,-122.3532256,0,24,80
12184,6561214,47.56470629,-122.2899615,73,27,30
12216,6515569,47.60838814,-122.3131201,31,71,30
12251,6223833,47.61946557,-122.3549321,25,22,72
12259,6578960,47.68275114,-122.3547722,80,6,99
12269,6414243,47.59308131,-122.297601,11,93,47
12281,6369434,47.56150218,-122.2790844,78,20,73
12282,6463181,47.69321539,-122.2780705,3,20,45
12287,6489300,47.70353943,-122.3589589,34,64,97
12290,6363818,47.51014474,-122.2525894,54,17,74
12295,6503447,47.6840174,-122.3032303,93,32,17
12307,6342080,47.6974015,-122.3691344,70,68,96
12325,6532514,47.62546116,-122.3355124,83,31,85
12333,6544011,47.69716578,-122.3023085,8,94,7
12337,6355143,47.62008154,-122.319246,38,93,3
12362,6547655,47.69101965,-122.3744073,25,64,5
12399,6437131,47.61821026,-122.2932469,4,92,92
12433,6544227,47.50808666,-122.2687093,14,36,25
12435,6452455,47.5134843,-122.2623741,65,40,39
12442,6357946,47.54338766,-122.3679895,17,46,41
12451,6566059,47.55336771,-122.3539659,2,64,51
12459,6354185,47.53441776,-122.2787634,46,40,52
12462,6545037,47.71616844,-122.3551582,32,49,77
12465,6391378,47.57564287,-122.2943662,83,32,71
12474,6334133,47.5700618,-122.2975194,34,56,89
12486,6390473,47.58230712,-122.3156473,25,82,83
12495,6453779,47.6265717,-122.3177041,4,6,76
12511,6498620,47.56574477,-122.377096,61,4,41
12513,6396113,47.67563953,-122.3903552,65,93,52
12515,6536427,47.55629165,-122.3914912,64,3,5
12528,6513668,47.6940849,-122.3654392,90,41,36
12538,6343245,47.5670961,-122.3865245,70,78,60
12543,6441803,47.66625665,-122.3653377,96,43,68
12563,6411576,47.60231764,-122.30582,94,1,38
12571,6448261,47.58966307,-122.293044,40,58,85
12583,6509503,47.68089405,-122.3456066,82,18,62
12587,6391210,47.54867051,-122.2680194,12,55,9
12588,6424936,47.58855976,-122.304967,70,13,28
12599,6345150,47.6798458,-122.3851552,35,19,39
12600,6460736,47.69908317,-122.3281009,94,5,41
12602,6542133,47.54806945,-122.3868953,42,47,33
12612,6472570,47.66571794,-122.2665383,98,41,80
12618,6405770,47.57341343,-122.378497,72,7,70
12620,6588868,47.63885941,-122.3881322,4,40,27
12627,6361967,47.5383278,-122.3666367,69,66,98
12633,6583118,47.69760657,-122.3470738,48,71,96
12649,6554018,47.52715064,-122.3269409,97,7,52
12659,6460758,47.60723347,-122.289672,39,16,61
12711,6529871,47.60061956,-122.305964,20,10,80
12715,6491625,47.62159879,-122.2880001,26,52,15
12720,6376958,47.63862124,-122.3922349,23,7,62
12729,6383771,47.64104957,-122.356607,22,73,88
12734,6372768,47.61068225,-122.3149205,3,90,38
12776,6098854,47.64790943,-122.3381579,21,20,76
12779,6520517,47.68776395,-122.3701409,27,3,95
12800,6338997,47.61724913,-122.2971858,18,11,27
12812,6382068,47.72157987,-122.3026335,90,28,83
12823,6561353,47.64428494,-122.3576804,47,66,83
12831,6485563,47.58929449,-122.3157099,60,96,21
12851,6471064,47.68346947,-122.3047912,2,86,94
12866,6471826,47.62287326,-122.3400188,89,57,96
12871,6582053,47.54860191,-122.3053795,28,4,6
12897,6432186,47.67433227,-122.3580878,64,26,41
12901,6386187,47.66416106,-122.3508105,83,2,40
12905,6546297,47.69107597,-122.3701433,73,9,86
12910,6529240,47.58562964,-122.3914899,5,46,5
12925,6515308,47.55216141,-122.3132408,31,67,34
12927,6454826,47.62506893,-122.3038282,70,2,14
12936,6477630,47.63631825,-122.3626485,81,12,73
12938,6493895,47.64280333,-122.3739024,41,22,93
12952,6355424,47.55461723,-122.3593452,69,56,36
12960,6461072,47.55472618,-122.3552636,83,40,61
12974,6420488,47.52498015,-122.2803524,6,68,52
12990,6432554,47.65218971,-122.3488791,83,68,6
13007,6538236,47.56510918,-122.2858248,72,16,75
13020,6436031,47.67560619,-122.3827012,46,9,2
13025,6406918,47.69437403,-122.3432277,72,21,59
13029,6460406,47.69317618,-122.3887519,43,24,40
13041,6473974,47.62603942,-122.3216302,16,83,23
13053,6455336,47.60053038,-122.3196145,24,17,71
13069,6402734,47.62652445,-122.361885,60,81,6
13082,6406127,47.66462636,-122.3080649,66,65,87
13088,6426147,47.70754521,-122.2840238,0,83,4
13098,6466230,47.55796465,-122.2664486,91,50,98
13099,6496425,47.68131846,-122.3223368,46,82,43
13110,6480534,47.64793787,-122.4086613,79,92,86
13118,6490849,47.61058116,-122.340563,92,74,87
13122,6424610,47.65162035,-122.3129426,36,68,71
13156,6403050,47.72205266,-122.3519635,97,91,17
13164,6481711,47.57521055,-122.3870216,90,27,10
13204,6377723,47.51735155,-122.2855686,19,72,38
13210,6542616,47.68787005,-122.3495928,15,51,50
13214,6471342,47.61941131,-122.3172338,5,21,11
13222,6596539,47.55039997,-122.3739542,11,33,25
13228,6384010,47.62440845,-122.3139213,31,14,25
13239,6357335,47.60189636,-122.3218343,75,92,41
13257,6352832,47.568485,-122.3582773,0,27,1
13259,6431878,47.64790984,-122.4072832,30,5,5
13266,6393741,47.68196598,-122.3712003,55,48,59
13269,6461993,47.64144516,-122.3274134,50,35,54
13272,6594639,47.67365105,-122.3679694,59,95,66
13277,6552482,47.58900392,-122.3045532,86,29,14
13282,6440338,47.62004559,-122.3018854,28,95,87
13298,6387693,47.64993468,-122.3480327,19,18,56
13302,6552009,47.6837274,-122.3106625,53,13,2
13311,6426280,47.69406372,-122.2917522,14,49,0
13315,6365366,47.68539241,-122.3720484,71,72,72
13319,6431324,47.6183645,-122.3064866,85,61,8
13321,6416028,47.59281213,-122.3007219,33,93,7
13332,6612606,47.67461538,-122.3313058,89,44,68
13344,6570113,47.63626992,-122.3466584,82,33,78
13386,6366832,47.67546219,-122.384496,21,91,88
13412,6580906,47.60136959,-122.2992711,70,58,29
13420,6563477,47.69817511,-122.3664106,86,99,83
13424,6420497,47.5244072,-122.2801179,17,62,70
13429,6563458,47.65540681,-122.3270942,56,66,70
13470,6461373,47.69188835,-122.3711273,97,75,92
13503,6479646,47.54947144,-122.3089271,29,91,1
13509,6608031,47.63790898,-122.370009,12,73,25
13510,6372604,47.67570176,-122.3799397,34,95,13
13514,6475990,47.51349941,-122.2725097,87,56,18
13557,6349605,47.61067146,-122.3395868,99,7,54
13561,6559506,47.67259794,-122.3311442,59,73,26
13567,6552480,47.58900656,-122.3042402,64,52,53
13570,6494343,47.6233087,-122.3193411,2,78,11
13594,6377209,47.69423039,-122.3187973,21,2,5
13617,6465867,47.54242987,-122.3208812,38,66,46
13631,6386083,47.70417817,-122.3520655,33,36,24
13641,6468799,47.55323855,-122.280364,52,83,98
13653,6426690,47.72200957,-122.2901453,49,7,67
13661,6347127,47.66218798,-122.3168121,85,34,33
13663,6553260,47.57163936,-122.3736379,58,97,3
13677,6333776,47.539054,-122.3663798,97,2,57
13678,6378626,47.6435697,-122.3692555,8,54,70
13683,6411450,47.6692679,-122.3780555,45,16,36
13694,6431851,47.61206347,-122.3111916,2,42,39
13708,6374825,47.53311799,-122.2793443,72,41,44
13711,6571837,47.6154658,-122.2951351,20,79,9
13719,6537172,47.6526042,-122.3725751,57,31,34
13724,6552393,47.7202595,-122.3538575,57,83,65
13725,6428038,47.51836438,-122.2642639,25,92,68
13731,6570917,47.53999084,-122.3707975,42,18,14
13732,6575266,47.55984994,-122.3613303,42,44,71
13770,6533944,47.66851704,-122.3600707,61,10,13
13774,6451235,47.67506998,-122.2877783,7,14,2
13793,6546062,47.66828779,-122.4009351,84,99,67
13806,6546180,47.69022675,-122.3718022,27,40,79
13812,6586773,47.67402797,-122.3842666,77,90,77
13823,6375339,47.59941516,-122.328589,10,87,30
13824,6411959,47.61694077,-122.2969386,53,64,88
13828,6330639,47.61728899,-122.316704,84,7,90
13838,6381135,47.67149116,-122.3000485,0,99,85
13839,6464363,47.68266564,-122.3287674,93,56,2
13864,6404701,47.60942698,-122.2875915,11,6,55
13870,6310152,47.60282807,-122.3171044,94,0,64
13881,6371164,47.67607614,-122.3184738,26,91,17
13885,6483373,47.67402447,-122.3783258,88,50,60
13908,6226141,47.64464664,-122.3261037,76,37,19
13923,6533240,47.62538578,-122.3364546,58,14,62
13937,6539642,47.69383191,-122.3354811,22,81,85
13956,6435379,47.57067452,-122.2874621,42,99,47
13957,6511696,47.60601002,-122.3231741,43,53,86
13958,6445064,47.58864636,-122.3113702,92,47,42
13983,6497598,47.63888523,-122.324221,96,15,6
13990,6371572,47.67096912,-122.4034262,12,82,87
14000,6527072,47.58900717,-122.30411,78,87,69
14014,6492828,47.5128311,-122.371687,84,12,23
14031,6355354,47.59016686,-122.3109475,78,11,85
14048,6520445,47.54298069,-122.3226566,68,91,11
14049,6415108,47.61192309,-122.3454462,33,74,88
14057,6477273,47.67402102,-122.3813326,70,33,29
14072,6151786,47.56709607,-122.3648987,9,88,36
14098,6544215,47.67512757,-122.3899146,11,82,46
14102,6531885,47.62297189,-122.3597413,11,59,7
14103,6334429,47.66006585,-122.3140358,20,15,41
14119,6300726,47.56724864,-122.3077676,7,14,33
14128,6344234,47.66615667,-122.3058356,60,92,37
14130,6404894,47.54002548,-122.2624095,80,87,36
14171,6396115,47.67566147,-122.3905625,8,28,31
14189,6429558,47.67667638,-122.2919261,56,57,91
14194,6373382,47.60520049,-122.3092824,44,7,34
14221,6368919,47.64769819,-122.3357445,48,12,69
14237,6429854,47.70198412,-122.3481771,19,81,1
14248,6556009,47.67175381,-122.2546842,74,63,30
14290,6601975,47.59881286,-122.301902,65,94,40
14309,6424899,47.52939415,-122.3912617,56,63,72
14310,6391967,47.56995983,-122.2878375,82,36,48
14313,6547394,47.55466746,-122.2803994,45,74,27
14317,6361589,47.56992235,-122.295937,47,25,41
14318,6434656,47.72484051,-122.3617604,21,92,83
14322,6433809,47.71673972,-122.3680563,48,87,63
14363,6399681,47.68163497,-122.3494009,67,72,53
14369,6326835,47.63822526,-122.3646353,83,25,82
14376,6477452,47.6496355,-122.3484192,46,76,56
14393,6530341,47.67366633,-122.3891264,94,62,35
14405,6589147,47.67278915,-122.3561265,17,99,30
14419,6561170,47.62244513,-122.3427658,76,33,2
14432,6500558,47.64329962,-122.3886735,40,83,64
14438,6389539,47.67400731,-122.3866068,96,17,43
14455,6306055,47.6575664,-122.3158551,60,11,35
14493,6385191,47.65333928,-122.3939152,44,19,59
14516,6361297,47.60059343,-122.291156,78,46,54
14524,6473856,47.61058116,-122.340563,29,10,88
14541,6170569,47.66838544,-122.3720069,94,15,57
14547,6532980,47.61650202,-122.3059345,66,36,77
14563,6401241,47.57353918,-122.3784825,96,78,69
14569,6489133,47.6711407,-122.3860004,29,50,12
14590,6358828,47.51291453,-122.2556085,77,12,41
14604,6517802,47.68756175,-122.3744073,33,74,91
14630,6535636,47.70919291,-122.3627123,33,71,99
14633,6490790,47.57043974,-122.2867741,29,10,53
14653,6513173,47.62470843,-122.314342,50,74,85
14671,6538040,47.67596867,-122.3146306,67,3,73
14672,6563552,47.5672573,-122.2965975,34,99,25
14676,6399071,47.7173036,-122.3391075,69,29,64
14679,6506235,47.68033322,-122.2874672,5,38,19
14681,6463108,47.70068339,-122.3206493,81,0,55
14696,6365657,47.55960801,-122.3819916,0,96,86
14718,6561474,47.54429787,-122.3729511,56,9,75
14728,6372596,47.61731573,-122.3097386,48,81,42
14751,6401306,47.69737712,-122.3030339,29,17,56
14772,6344626,47.54300376,-122.3716424,48,29,14
14776,6412018,47.64412536,-122.4157994,39,21,0
14793,6415459,47.67493004,-122.2915189,54,82,5
14801,6579435,47.67047266,-122.313325,43,61,11
14803,6362241,47.67549945,-122.3869655,19,7,20
14806,6538271,47.60586039,-122.3131217,9,31,85
14807,6429905,47.70198965,-122.3480537,3,67,73
14809,6380059,47.62334132,-122.3345852,90,37,72
14838,6352782,47.57708668,-122.3721144,74,90,0
14856,6590378,47.69179664,-122.3049051,75,35,47
14861,6367743,47.71522217,-122.332491,83,31,70
14863,6333530,47.64813404,-122.4083232,74,23,8
14880,6370077,47.63003731,-122.3197716,77,12,62
14900,6402072,47.66402103,-122.3354361,66,51,33
14904,6580835,47.65542476,-122.4033094,98,58,77
14913,6566769,47.54774652,-122.2764319,68,62,65
14921,6382790,47.58880469,-122.3010787,11,35,42
14944,6454734,47.66932348,-122.298148,78,51,92
14951,6574965,47.72482424,-122.3567296,60,3,52
14953,6503365,47.67677984,-122.3942986,98,43,83
14970,6551566,47.68007551,-122.3889737,76,9,90
14971,6464501,47.61350263,-122.2922769,79,91,34
14972,6512963,47.59889419,-122.3203912,26,19,99
14982,6394847,47.69337579,-122.3654167,52,25,7
15032,6430086,47.54734425,-122.3928082,99,64,91
15052,6592303,47.68419645,-122.3496633,72,92,9
15068,6609784,47.60394858,-122.3115032,87,5,0
15089,6411148,47.69537451,-122.3992162,94,69,35
15092,6479227,47.69197643,-122.3321036,99,87,33
15094,6490104,47.5124907,-122.3793847,30,83,61
15095,6487419,47.59648463,-122.2982453,73,27,44
15109,6507552,47.62149429,-122.3312055,26,45,44
15127,6534897,47.69621907,-122.3628668,52,2,88
15130,6443024,47.54840319,-122.356291,91,79,34
15145,6597392,47.67122703,-122.3915592,0,94,9
15165,6454072,47.6823986,-122.3802647,87,0,39
15179,6502846,47.5300073,-122.3787079,55,40,3
15202,6450358,47.65108945,-122.3519223,71,15,23
15208,6489004,47.67308118,-122.3264747,97,54,54
15211,6422105,47.66168854,-122.343299,35,82,71
15217,6356725,47.54894465,-122.3875175,25,35,47
15241,6528917,47.62546116,-122.3355124,34,96,91
15252,6413184,47.50938418,-122.3818705,22,21,81
15259,6467386,47.66385449,-122.2920775,1,77,65
15272,6604992,47.5514958,-122.3752613,86,54,17
15295,6390160,47.67254069,-122.3803166,84,22,73
15297,6406041,47.63057209,-122.347485,95,15,71
15306,6551227,47.60063701,-122.3051503,36,97,96
15311,6398863,47.54026873,-122.2667297,43,68,52
15319,6338668,47.67966436,-122.3851401,45,53,10
15321,6428863,47.65820563,-122.3497149,46,5,70
15349,6431885,47.64813776,-122.4079927,70,83,10
15352,6342076,47.69757954,-122.3691234,88,46,78
15356,6575774,47.69206289,-122.3055015,28,85,60
15363,6413707,47.62557632,-122.3177101,32,27,77
15392,6592648,47.66847041,-122.4000805,91,6,28
15420,6586805,47.6010838,-122.2974582,36,33,84
15421,6563283,47.66235289,-122.3062298,24,24,1
15448,6346313,47.72515233,-122.2817596,29,76,44
15453,6366986,47.54389576,-122.3564898,77,72,25
15463,6580779,47.69122468,-122.3260922,63,17,66
15476,6513075,47.703529,-122.2782681,8,86,8
15503,6168149,47.65648235,-122.3611881,4,10,88
15523,6375271,47.64319005,-122.3857284,22,0,76
15542,6366843,47.56349829,-122.3764051,65,4,4
15559,6367998,47.63218619,-122.348827,77,28,75
15585,6341278,47.69346772,-122.3375252,47,41,66
15589,6516430,47.67641731,-122.3153571,76,11,7
15602,6456659,47.72305694,-122.3526827,47,60,9
15607,6480739,47.64890015,-122.4033079,95,29,12
15627,6523646,47.6779184,-122.4006139,14,59,16
15633,6470155,47.71094236,-122.3076182,34,41,87
15638,6584281,47.65099546,-122.3992679,93,25,21
15640,6378467,47.72989579,-122.3353014,61,70,43
15643,6370854,47.6358003,-122.3878573,69,17,6
15655,6191419,47.56349829,-122.3764051,77,9,26
15674,6572507,47.622348,-122.3195138,19,5,35
15699,6334523,47.64614289,-122.3249911,50,71,96
15701,6380179,47.53467621,-122.360208,54,32,49
15702,6436561,47.55844562,-122.2943808,56,92,49
15717,6381423,47.71802206,-122.3729242,4,32,49
15727,6559603,47.5968432,-122.3076887,2,28,17
15745,6435240,47.61098122,-122.3144769,58,9,83
15749,6339006,47.61975799,-122.314684,4,33,97
15767,6378214,47.60024388,-122.3350917,89,74,64
15773,6570249,47.57342849,-122.3865856,74,76,79
15786,6340044,47.65836439,-122.3411192,59,8,84
15791,6383710,47.67609344,-122.3944344,94,52,30
15799,6379364,47.67154619,-122.311627,63,20,58
15815,6355626,47.68671948,-122.3338243,62,25,24
15816,6528466,47.71767225,-122.3612584,5,69,78
15817,6573031,47.64273733,-122.3863416,20,19,37
15823,6348099,47.66485135,-122.3597707,66,14,93
15842,6400447,47.62948058,-122.3520917,31,37,52
15872,6564968,47.68228555,-122.3754919,37,90,47
15884,6459586,47.65832493,-122.3513676,40,87,99
15902,6303152,47.66249799,-122.3167672,54,6,66
15922,6581430,47.6917333,-122.3787227,43,42,18
15934,6423805,47.68273861,-122.3282165,61,4,27
15953,6512485,47.568252,-122.389977,61,37,90
15981,6480380,47.69476166,-122.3464539,66,13,12
15989,6508254,47.56586419,-122.3636092,76,22,43
15998,6456896,47.55329768,-122.3954086,70,24,19
16006,6485691,47.61961823,-122.3038383,63,17,44
16033,6582730,47.61695396,-122.339922,31,75,4
16045,6331518,47.60009582,-122.328416,4,37,9
16066,6374635,47.70943725,-122.3047147,16,17,4
16071,6505626,47.57489007,-122.2937448,64,13,56
16085,6551996,47.53803268,-122.2896783,76,58,82
16094,6439560,47.51158723,-122.2435481,51,45,45
16106,6385601,47.67059831,-122.2558754,15,21,19
16107,6388991,47.69705939,-122.37068,15,62,63
16116,6430833,47.67983725,-122.3646731,36,50,35
16135,6481171,47.61919138,-122.3131263,12,46,9
16136,6130321,47.66695987,-122.376859,26,61,64
16146,6400269,47.64815469,-122.4070037,7,73,91
16156,6331177,47.56922271,-122.3605075,70,77,64
16159,6361989,47.69186188,-122.3146334,48,79,46
16173,6454794,47.5491938,-122.3964539,45,20,65
16190,6398052,47.65551166,-122.3877217,76,30,85
16203,6567964,47.54071996,-122.3709188,0,1,60
16209,6464087,47.72979825,-122.2863334,74,96,57
16221,6513686,47.5342918,-122.3675462,33,65,99
16241,6573820,47.6710115,-122.2833766,19,62,53
16253,6533566,47.56542711,-122.3639324,13,23,91
16258,6526216,47.57161504,-122.2934777,89,53,56
16261,6445006,47.71460123,-122.2814843,83,51,9
16269,6585381,47.58773394,-122.2940235,14,89,37
16282,6428640,47.53646328,-122.3779714,94,35,91
16284,6543555,47.66483437,-122.3467264,1,46,45
16300,6346679,47.66263292,-122.2690834,53,70,88
16319,6361984,47.69202239,-122.3148614,17,48,45
16326,6452706,47.56981925,-122.3873148,54,67,80
16333,6534590,47.65544229,-122.3275036,8,76,97
16372,6468974,47.63875017,-122.3243705,86,92,11
16399,6551143,47.61431284,-122.3152928,35,25,22
16418,6466228,47.60896697,-122.3138868,25,40,42
16424,6495811,47.55687754,-122.3633429,50,1,11
16442,6551780,47.69532615,-122.3557962,78,52,12
16467,6453839,47.61586912,-122.305412,50,49,32
16474,6357591,47.56623743,-122.3790762,63,77,41
16475,6544864,47.6536629,-122.3998752,86,77,8
16539,6432229,47.53966579,-122.2677559,11,55,11
16560,6492073,47.61934177,-122.2988718,10,60,80
16563,6412111,47.70729773,-122.3113749,67,32,59
16566,6471053,47.62489324,-122.2996293,65,47,98
16579,6457429,47.55748967,-122.2791261,85,98,69
16584,6457741,47.62157629,-122.3001949,69,13,28
16591,6490923,47.60858648,-122.3112576,35,52,49
16634,6599695,47.65629705,-122.3429757,47,17,76
16642,6488912,47.68431815,-122.3762228,15,66,6
16646,6348081,47.58337294,-122.3824421,82,75,67
16691,6437264,47.61126358,-122.3151556,13,5,90
16714,6590484,47.5372081,-122.3922465,59,54,59
16723,6412298,47.56735575,-122.3780261,2,70,97
16730,6366650,47.61507396,-122.3275934,22,60,54
16731,6423510,47.65999873,-122.3925759,92,93,12
16745,6503090,47.6263996,-122.3240038,11,50,91
16747,6353062,47.62209483,-122.2989203,32,41,8
16765,6457827,47.64546598,-122.326645,46,26,32
16767,6544363,47.6181565,-122.2959096,94,95,24
16778,6448988,47.53689087,-122.2897032,44,23,96
16780,6472816,47.57919509,-122.3149715,18,77,75
16806,6357343,47.6236698,-122.2974598,77,9,61
16814,6507377,47.68750132,-122.3543299,75,87,19
16820,6416733,47.63562619,-122.2805445,49,76,91
16845,6537336,47.54359577,-122.3768133,29,62,22
16862,6537915,47.62213882,-122.2902693,46,2,38
16864,6410068,47.58797516,-122.2993893,94,46,2
16872,6458234,47.58618184,-122.3006068,99,26,34
16898,6454597,47.54607073,-122.2981478,11,36,92
16908,6504424,47.55581173,-122.2865771,42,48,58
16925,6391384,47.67567157,-122.3907866,49,41,60
16938,6387530,47.55099501,-122.2709084,64,18,41
16944,6364967,47.59410452,-122.2961026,30,41,30
16965,6425695,47.62249225,-122.3163575,69,4,30
16966,6567480,47.53076193,-122.3919726,77,68,62
16977,6386909,47.67013721,-122.284167,34,41,35
16991,6517080,47.62458703,-122.307729,13,85,16
16994,6501439,47.67642747,-122.3954673,28,74,4
17001,6564510,47.63928539,-122.2811942,26,58,42
17041,6384379,47.71458541,-122.2985599,82,50,49
17042,6419191,47.51348976,-122.2637537,42,37,22
17056,6347094,47.69618203,-122.2874219,57,69,52
17067,6356140,47.664832,-122.3531768,13,23,22
17069,6321431,47.59203856,-122.2930251,96,88,24
17071,6578260,47.70199851,-122.3531244,95,5,81
17073,6445279,47.63605426,-122.4008229,20,80,56
17110,6392885,47.65695074,-122.3195311,90,7,25
17114,6537618,47.68867339,-122.3979328,21,73,86
17117,6350629,47.61387582,-122.3252557,13,14,5
17121,6492709,47.72809508,-122.2879883,28,27,68
17127,6527267,47.50385553,-122.376814,47,34,94
17142,6415465,47.67014001,-122.4085829,37,38,54
17143,6460821,47.64502853,-122.3939607,16,44,56
17158,6383765,47.534711,-122.3798524,35,15,37
17180,6398645,47.62233781,-122.3165435,99,73,48
17182,6434017,47.64740741,-122.3619365,9,93,65
17188,6478972,47.70628806,-122.3378721,10,67,93
17197,6491826,47.67163559,-122.3385798,95,55,67
17212,6411176,47.63126836,-122.369969,58,30,89
17216,6616589,47.53723262,-122.3924137,9,38,3
17221,6521367,47.68917214,-122.3059963,25,43,26
17245,6557061,47.55859356,-122.2954712,22,59,72
17280,6365081,47.58538659,-122.3231348,62,32,30
17292,6409334,47.64592899,-122.414643,61,18,7
17297,6162698,47.68191977,-122.2908005,85,81,71
17305,6437153,47.65840603,-122.3211263,21,89,85
17329,6564978,47.6123067,-122.2896464,76,4,39
17361,6380314,47.54193584,-122.3875067,50,40,0
17364,6366004,47.65310607,-122.3431802,65,94,11
17368,6419285,47.51428061,-122.2688389,53,72,57
17411,6544591,47.61689116,-122.3341102,62,47,50
17424,6587707,47.55649624,-122.2689372,89,70,86
17441,6517793,47.67353588,-122.3777236,96,11,62
17443,6467882,47.66124841,-122.3384325,38,10,36
17449,6352823,47.55977042,-122.3832189,62,45,56
17450,6540647,47.65869549,-122.3512415,81,1,49
17457,6407450,47.68710408,-122.3996089,53,96,13
17458,6476257,47.57419459,-122.3774165,49,35,17
17474,6540226,47.62005521,-122.2977795,72,39,39
17477,6429047,47.71343606,-122.314673,14,5,86
17485,6444780,47.562734,-122.3822822,93,32,39
17496,6552470,47.67508966,-122.3904724,96,49,78
17521,6531147,47.54649992,-122.321399,72,19,62
17523,6584348,47.67276859,-122.2709681,84,69,0
17526,6373974,47.63898797,-122.2804841,64,29,20
17527,6496636,47.51904394,-122.286747,26,35,66
17529,6448442,47.64810523,-122.3324244,66,98,74
17535,6392932,47.65384257,-122.3584868,32,64,57
17545,6320356,47.6201316,-122.3337787,68,70,98
17557,6457058,47.61838071,-122.3066424,3,12,12
17558,6579891,47.52023769,-122.3557337,9,38,9
17562,6565176,47.69865553,-122.3849684,27,22,33
17576,6339038,47.6843168,-122.3746904,3,18,59
17577,6382060,47.72158229,-122.3030044,44,28,81
17586,6469149,47.52707818,-122.3509155,52,80,13
17611,6590384,47.69139494,-122.3052907,48,74,18
17615,6495399,47.6644726,-122.338074,76,14,6
17622,6590577,47.55167944,-122.3638672,21,83,50
17651,6408233,47.5651438,-122.3626238,8,35,67
17656,6525038,47.65539679,-122.3942934,69,30,73
17663,6359459,47.60413561,-122.3067516,16,44,56
17667,6417288,47.59203973,-122.3854123,8,53,50
17672,6618474,47.68818151,-122.3407503,81,58,67
17679,6319962,47.64572526,-122.3041388,15,98,53
17713,6568237,47.67709973,-122.3510598,27,64,66
17729,6424546,47.67285685,-122.2565867,54,87,47
17744,6377287,47.67638837,-122.3916144,96,31,93
17774,6495537,47.67885622,-122.3754801,77,19,69
17796,6555101,47.69160238,-122.3280573,3,16,92
17798,6445276,47.52631559,-122.3220979,68,93,32
17810,6447502,47.57102805,-122.2876022,56,67,48
17821,6537055,47.69545823,-122.3437218,44,49,59
17825,6409136,47.57406102,-122.2940178,15,26,44
17830,6387394,47.56377211,-122.2917082,57,26,75
17840,6478301,47.63703488,-122.3699041,28,64,29
17841,6503249,47.57035152,-122.2867829,14,26,35
17849,6463988,47.69495971,-122.2931095,37,59,20
17854,6413011,47.60693058,-122.2897314,16,91,92
17884,6344197,47.69352959,-122.3407195,20,47,65
17888,6507246,47.55020754,-122.321878,81,54,47
17914,6464537,47.58618184,-122.3006068,75,35,62
17921,6374395,47.67081747,-122.3332603,83,81,20
17922,6554418,47.62234951,-122.3196399,3,47,76
17933,6379404,47.69620789,-122.3272064,7,8,41
17944,6413532,47.61109182,-122.3091424,51,62,51
17954,6337353,47.61933063,-122.3218517,36,3,25
17957,6444133,47.67413035,-122.3781556,17,66,44
17961,6328435,47.50439898,-122.3816075,48,51,87
17971,6254220,47.54387991,-122.2679864,54,25,4
17978,6538651,47.67442137,-122.2818277,51,46,92
17986,6468779,47.52847518,-122.372078,64,50,76
17988,6543327,47.68454901,-122.296165,1,40,92
17990,6552363,47.68606581,-122.3966769,17,52,45
18010,6548550,47.68560925,-122.3091662,32,56,76
18023,6570927,47.53936949,-122.3705772,71,35,32
18042,6387615,47.63230131,-122.2850284,20,6,79
18044,6405187,47.71327002,-122.2931126,0,5,94
18053,6414182,47.67222073,-122.3805846,78,68,23
18057,6570913,47.54036301,-122.3708531,5,8,13
18068,6496173,47.54892658,-122.3594948,32,73,70
18075,6366036,47.66442478,-122.2915585,75,92,20
18100,6354702,47.6056972,-122.2902315,52,8,27
18112,6495057,47.63530923,-122.3730063,39,89,3
18120,6513685,47.5344244,-122.3675545,17,29,6
18122,6356077,47.61273006,-122.3028953,97,92,5
18145,6553799,47.65881608,-122.348452,99,43,45
18187,6488562,47.70351365,-122.3278847,25,30,80
18196,6432337,47.61974672,-122.280725,71,40,73
18216,6328181,47.62789811,-122.2858787,15,50,60
18254,6548692,47.63929436,-122.370018,41,57,17
18265,6470682,47.68353638,-122.3051335,7,94,79
18298,6566904,47.6875644,-122.3770558,4,4,56
18299,6504281,47.68160994,-122.2923093,6,95,89
18300,6474424,47.5826903,-122.3856812,38,45,47
18348,6429325,47.55237665,-122.2611034,45,97,89
18358,6427490,47.67902046,-122.2890296,83,77,21
18380,6501207,47.57660468,-122.4186995,67,90,62
18398,6345955,47.66930636,-122.3115983,88,45,86
18403,6584664,47.68575163,-122.3922084,68,40,52
18404,6525123,47.66249618,-122.3702453,62,21,17
